snapshot_timestamp_et,intended_timestamp_et,snapshot_file,outcome_nq_close,outcome_recorded
2026-06-04T10:10:40 ET,2026-06-04T10:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T10:15:41 ET,2026-06-04T10:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T10:20:46 ET,2026-06-04T10:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T10:25:40 ET,2026-06-04T10:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T10:30:46 ET,2026-06-04T10:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T10:35:42 ET,2026-06-04T10:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T10:40:44 ET,2026-06-04T10:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T10:45:44 ET,2026-06-04T10:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T10:50:39 ET,2026-06-04T10:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T10:55:43 ET,2026-06-04T10:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:00:42 ET,2026-06-04T11:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:05:47 ET,2026-06-04T11:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:10:40 ET,2026-06-04T11:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:15:44 ET,2026-06-04T11:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:20:41 ET,2026-06-04T11:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:25:38 ET,2026-06-04T11:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:30:41 ET,2026-06-04T11:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:35:39 ET,2026-06-04T11:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:40:45 ET,2026-06-04T11:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:45:47 ET,2026-06-04T11:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:50:42 ET,2026-06-04T11:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T11:55:42 ET,2026-06-04T11:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:00:44 ET,2026-06-04T12:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:05:48 ET,2026-06-04T12:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:10:42 ET,2026-06-04T12:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:15:42 ET,2026-06-04T12:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:20:47 ET,2026-06-04T12:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:25:38 ET,2026-06-04T12:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:30:43 ET,2026-06-04T12:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:35:40 ET,2026-06-04T12:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:38:53 ET,2026-06-04T12:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:40:46 ET,2026-06-04T12:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:45:49 ET,2026-06-04T12:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:50:42 ET,2026-06-04T12:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T12:55:42 ET,2026-06-04T12:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:00:46 ET,2026-06-04T13:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:05:47 ET,2026-06-04T13:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:10:46 ET,2026-06-04T13:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:15:43 ET,2026-06-04T13:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:20:43 ET,2026-06-04T13:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:25:38 ET,2026-06-04T13:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:30:38 ET,2026-06-04T13:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:35:37 ET,2026-06-04T13:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:40:38 ET,2026-06-04T13:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:45:37 ET,2026-06-04T13:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:50:37 ET,2026-06-04T13:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T13:55:40 ET,2026-06-04T13:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:00:41 ET,2026-06-04T14:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:05:39 ET,2026-06-04T14:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:10:38 ET,2026-06-04T14:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:15:39 ET,2026-06-04T14:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:20:37 ET,2026-06-04T14:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:25:37 ET,2026-06-04T14:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:30:40 ET,2026-06-04T14:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:35:37 ET,2026-06-04T14:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:40:38 ET,2026-06-04T14:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:45:42 ET,2026-06-04T14:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:50:39 ET,2026-06-04T14:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T14:55:38 ET,2026-06-04T14:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:00:45 ET,2026-06-04T15:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:04:07 ET,2026-06-04T15:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:05:43 ET,2026-06-04T15:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:10:44 ET,2026-06-04T15:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:15:41 ET,2026-06-04T15:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:20:46 ET,2026-06-04T15:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:25:40 ET,2026-06-04T15:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:30:43 ET,2026-06-04T15:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:35:39 ET,2026-06-04T15:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:40:53 ET,2026-06-04T15:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:45:38 ET,2026-06-04T15:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:50:40 ET,2026-06-04T15:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T15:55:44 ET,2026-06-04T15:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:00:37 ET,2026-06-04T16:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:05:43 ET,2026-06-04T16:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:10:42 ET,2026-06-04T16:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:15:40 ET,2026-06-04T16:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:20:43 ET,2026-06-04T16:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:25:42 ET,2026-06-04T16:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:30:41 ET,2026-06-04T16:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:35:40 ET,2026-06-04T16:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:40:39 ET,2026-06-04T16:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:45:45 ET,2026-06-04T16:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:50:39 ET,2026-06-04T16:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-04T16:55:39 ET,2026-06-04T16:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-04.csv,,
2026-06-05T06:43:09 ET,2026-06-05T06:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-05.csv,,
2026-06-05T09:43:14 ET,2026-06-05T09:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-05.csv,,
2026-06-05T12:18:10 ET,2026-06-05T12:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-05.csv,,
2026-06-05T14:16:12 ET,2026-06-05T14:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-05.csv,,
2026-06-05T16:15:46 ET,2026-06-05T16:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-05.csv,,
2026-06-08T07:40:37 ET,2026-06-08T07:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T07:45:36 ET,2026-06-08T07:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T07:47:37 ET,2026-06-08T07:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T07:50:36 ET,2026-06-08T07:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T07:55:37 ET,2026-06-08T07:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:00:45 ET,2026-06-08T08:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:05:35 ET,2026-06-08T08:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:10:33 ET,2026-06-08T08:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:15:40 ET,2026-06-08T08:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:20:35 ET,2026-06-08T08:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:25:37 ET,2026-06-08T08:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:30:41 ET,2026-06-08T08:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:35:37 ET,2026-06-08T08:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:40:37 ET,2026-06-08T08:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:45:33 ET,2026-06-08T08:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:50:35 ET,2026-06-08T08:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T08:55:37 ET,2026-06-08T08:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:00:44 ET,2026-06-08T09:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:05:39 ET,2026-06-08T09:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:10:32 ET,2026-06-08T09:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:15:37 ET,2026-06-08T09:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:20:38 ET,2026-06-08T09:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:25:36 ET,2026-06-08T09:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:30:43 ET,2026-06-08T09:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:35:37 ET,2026-06-08T09:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:40:39 ET,2026-06-08T09:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:45:39 ET,2026-06-08T09:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:50:43 ET,2026-06-08T09:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T09:55:36 ET,2026-06-08T09:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:00:50 ET,2026-06-08T10:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:05:37 ET,2026-06-08T10:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:10:38 ET,2026-06-08T10:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:15:38 ET,2026-06-08T10:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:20:38 ET,2026-06-08T10:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:25:36 ET,2026-06-08T10:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:30:43 ET,2026-06-08T10:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:35:40 ET,2026-06-08T10:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:40:41 ET,2026-06-08T10:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:45:40 ET,2026-06-08T10:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:50:38 ET,2026-06-08T10:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T10:55:38 ET,2026-06-08T10:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:00:47 ET,2026-06-08T11:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:05:36 ET,2026-06-08T11:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:10:39 ET,2026-06-08T11:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:15:38 ET,2026-06-08T11:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:20:36 ET,2026-06-08T11:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:21:09 ET,2026-06-08T11:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:25:37 ET,2026-06-08T11:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:30:43 ET,2026-06-08T11:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:35:38 ET,2026-06-08T11:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:40:39 ET,2026-06-08T11:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:45:36 ET,2026-06-08T11:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:50:40 ET,2026-06-08T11:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T11:55:35 ET,2026-06-08T11:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:00:49 ET,2026-06-08T12:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:05:34 ET,2026-06-08T12:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:10:38 ET,2026-06-08T12:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:15:49 ET,2026-06-08T12:15:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:20:47 ET,2026-06-08T12:20:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:25:42 ET,2026-06-08T12:25:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:30:40 ET,2026-06-08T12:30:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:35:38 ET,2026-06-08T12:35:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:40:38 ET,2026-06-08T12:40:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:45:33 ET,2026-06-08T12:45:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:50:35 ET,2026-06-08T12:50:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T12:55:36 ET,2026-06-08T12:55:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T13:00:43 ET,2026-06-08T13:00:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T13:05:37 ET,2026-06-08T13:05:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
2026-06-08T13:10:34 ET,2026-06-08T13:10:00 ET,/home/runner/work/vanta/vanta/logs/levels_2026-06-08.csv,,
